Name Math Java DS Average Total
张三574 53 46 93 0 0
张三135 41 22 72 0 0
张三584 80 39 71 0 0
张三665 1 10 69 0 0
张三222 33 3 76 0 0
张三408 48 27 41 0 0
张三299 86 98 75 0 0
张三675 0 33 99 0 0
张三552 27 89 18 0 0
张三42 64 26 94 0 0
张三487 5 18 5 0 0
张三410 12 25 59 0 0
张三702 12 51 67 0 0
张三673 82 73 91 0 0
张三998 12 77 74 0 0
张三391 81 49 84 0 0
张三782 22 97 88 0 0
张三135 50 28 59 0 0
张三578 93 9 11 0 0
张三410 37 17 58 0 0
张三658 61 68 6 0 0
张三320 52 50 65 0 0
张三91 65 93 93 0 0
张三387 17 41 0 0 0
张三739 44 37 36 0 0
张三169 53 8 3 0 0
张三992 64 61 88 0 0
张三615 38 25 71 0 0
张三265 41 52 55 0 0
张三286 41 67 47 0 0
张三559 51 98 80 0 0
张三880 18 51 69 0 0
张三603 55 96 84 0 0
张三694 23 90 4 0 0
张三377 74 65 5 0 0
张三962 67 9 63 0 0
张三42 90 92 10 0 0
张三203 29 3 36 0 0
张三570 58 11 80 0 0
张三11 10 20 12 0 0
张三596 64 28 4 0 0
张三924 67 98 83 0 0
张三297 54 12 22 0 0
张三308 87 7 11 0 0
张三310 15 28 89 0 0
张三396 76 73 52 0 0
张三995 5 90 74 0 0
张三899 78 54 28 0 0
张三567 39 33 5 0 0
张三855 44 29 13 0 0
张三880 84 68 27 0 0
张三612 17 15 75 0 0
张三906 28 39 24 0 0
张三123 19 7 61 0 0
张三194 30 8 32 0 0
张三949 23 17 64 0 0
张三832 43 46 53 0 0
张三633 80 58 72 0 0
张三717 81 78 19 0 0
张三362 13 100 96 0 0
张三145 85 51 95 0 0
张三72 5 77 37 0 0
张三28 89 91 0 0 0
张三404 48 56 34 0 0
张三258 97 66 1 0 0
张三171 5 59 98 0 0
张三14 25 98 92 0 0
张三258 51 20 20 0 0
张三32 67 73 74 0 0
张三101 44 24 38 0 0
张三143 91 39 5 0 0
张三153 63 39 58 0 0
张三602 67 0 63 0 0
张三19 27 58 92 0 0
张三986 97 45 63 0 0
张三145 61 98 52 0 0
张三721 81 54 10 0 0
张三231 84 28 8 0 0
张三491 56 5 88 0 0
张三789 25 31 14 0 0
张三95 80 43 97 0 0
张三483 11 9 28 0 0
张三513 48 80 12 0 0
张三186 67 89 18 0 0
张三231 81 77 26 0 0
张三892 16 93 14 0 0
张三102 94 85 63 0 0
张三909 97 84 31 0 0
张三283 56 63 19 0 0
张三990 7 96 1 0 0
张三35 99 10 60 0 0
张三303 62 96 78 0 0
张三407 21 59 44 0 0
张三413 4 60 95 0 0
张三112 11 27 0 0 0
张三675 24 57 98 0 0
张三112 78 35 49 0 0
张三707 83 54 89 0 0
张三701 51 16 53 0 0
张三850 3 98 33 0 0
张三128 31 93 42 0 0
张三769 36 51 39 0 0
张三37 45 85 33 0 0
张三616 58 66 100 0 0
张三263 70 86 66 0 0
张三412 88 26 47 0 0
张三773 38 10 94 0 0
张三545 38 9 91 0 0
张三775 13 4 24 0 0
张三568 1 24 0 0 0
张三294 14 73 93 0 0
张三687 76 44 77 0 0
张三742 19 62 1 0 0
张三608 54 38 28 0 0
张三271 88 10 80 0 0
张三654 44 63 25 0 0
张三939 70 40 29 0 0
张三302 99 69 14 0 0
张三980 4 64 62 0 0
张三571 51 46 15 0 0
张三715 7 36 55 0 0
张三896 0 96 20 0 0
张三873 18 48 78 0 0
张三417 7 11 83 0 0
张三382 54 75 53 0 0
张三833 58 15 63 0 0
张三895 75 6 63 0 0
张三236 30 60 53 0 0
张三596 77 20 32 0 0
张三587 84 11 15 0 0
张三67 62 97 17 0 0
张三733 16 67 4 0 0
张三253 42 49 99 0 0
张三141 97 75 49 0 0
张三813 86 60 62 0 0
张三744 50 59 19 0 0
张三383 14 22 5 0 0
张三577 55 60 4 0 0
张三548 1 22 9 0 0
张三89 86 52 73 0 0
张三548 37 28 59 0 0
张三314 0 1 3 0 0
张三12 62 70 5 0 0
张三301 64 64 96 0 0
张三246 68 13 10 0 0
张三460 55 49 90 0 0
张三867 42 68 98 0 0
张三738 0 87 86 0 0
张三818 92 88 11 0 0
张三796 21 82 13 0 0
张三43 65 51 73 0 0
张三567 6 43 97 0 0
张三361 82 25 52 0 0
张三897 32 23 33 0 0
张三334 7 53 21 0 0
张三135 90 93 58 0 0
张三139 56 24 52 0 0
张三871 10 47 78 0 0
张三759 7 9 65 0 0
张三210 78 29 90 0 0
张三3 60 76 50 0 0
张三237 77 87 17 0 0
张三163 55 4 16 0 0
张三611 25 25 41 0 0
张三316 58 89 39 0 0
张三418 68 16 89 0 0
张三586 80 84 7 0 0
张三710 50 65 23 0 0
张三876 53 17 100 0 0
张三382 95 58 42 0 0
张三874 21 11 34 0 0
张三311 41 31 72 0 0
张三350 0 51 76 0 0
张三894 22 50 33 0 0
张三50 6 6 87 0 0
张三418 3 74 94 0 0
张三704 71 6 61 0 0
张三908 90 42 40 0 0
张三941 93 2 87 0 0
张三369 80 33 50 0 0
张三146 88 80 10 0 0
张三583 37 49 25 0 0
张三550 31 2 7 0 0
张三861 90 51 26 0 0
张三66 22 3 75 0 0
张三430 87 36 20 0 0
张三693 96 51 14 0 0
张三342 67 31 32 0 0
张三481 71 57 61 0 0
张三86 31 62 60 0 0
张三382 20 0 74 0 0
张三295 8 88 91 0 0
张三486 75 94 1 0 0
张三222 67 49 34 0 0
张三463 17 2 88 0 0
张三888 8 42 58 0 0
张三209 30 9 69 0 0
张三69 39 22 93 0 0
张三14 94 78 99 0 0
张三514 22 13 33 0 0
张三766 44 37 84 0 0
张三85 37 58 67 0 0
张三987 50 29 20 0 0
张三699 7 50 97 0 0
张三726 71 74 76 0 0
张三247 89 17 44 0 0
张三612 83 24 36 0 0
张三902 92 63 40 0 0
张三575 4 41 37 0 0
张三466 17 82 57 0 0
张三51 60 12 22 0 0
张三680 19 93 24 0 0
张三683 47 77 24 0 0
张三639 99 73 31 0 0
张三810 10 33 41 0 0
张三743 31 78 25 0 0
张三285 30 56 61 0 0
张三825 62 81 39 0 0
张三397 80 41 63 0 0
张三381 16 67 16 0 0
张三947 16 49 84 0 0
张三52 13 67 20 0 0
张三741 100 23 49 0 0
张三773 96 19 35 0 0
张三59 54 1 84 0 0
张三252 94 85 6 0 0
张三865 28 45 70 0 0
张三676 87 60 78 0 0
张三811 10 59 4 0 0
张三826 52 69 8 0 0
张三305 1 75 85 0 0
张三988 90 16 92 0 0
张三188 57 9 22 0 0
张三337 72 43 10 0 0
张三796 54 45 50 0 0
张三696 60 9 88 0 0
张三459 37 72 92 0 0
张三831 90 0 27 0 0
张三697 54 95 98 0 0
张三698 3 34 49 0 0
张三676 81 0 72 0 0
张三289 86 100 70 0 0
张三683 4 36 35 0 0
张三7 51 83 72 0 0
张三676 6 39 10 0 0
张三707 58 29 72 0 0
张三181 63 15 18 0 0
张三834 68 68 83 0 0
张三80 66 83 21 0 0
张三303 68 96 20 0 0
张三67 21 91 50 0 0
张三44 30 85 4 0 0
张三810 80 1 8 0 0
张三357 75 77 57 0 0
张三113 8 4 41 0 0
张三502 43 67 97 0 0
张三594 12 68 91 0 0
张三176 34 95 78 0 0
张三688 55 82 7 0 0
张三787 25 92 31 0 0
张三986 42 34 70 0 0
张三691 96 60 99 0 0
张三216 75 9 29 0 0
张三792 29 74 62 0 0
张三386 69 27 99 0 0
张三179 52 32 30 0 0
张三884 12 47 34 0 0
张三697 39 5 15 0 0
张三564 9 96 93 0 0
张三619 96 52 12 0 0
张三107 8 22 55 0 0
张三829 95 95 79 0 0
张三188 45 60 46 0 0
张三173 27 93 58 0 0
张三242 26 58 9 0 0
张三892 98 38 13 0 0
张三855 46 24 89 0 0
张三295 68 75 52 0 0
张三67 0 75 50 0 0
张三83 41 99 59 0 0
张三129 49 92 38 0 0
张三977 24 10 73 0 0
张三496 45 32 38 0 0
张三580 23 18 72 0 0
张三80 18 39 9 0 0
张三610 57 7 57 0 0
张三68 88 49 92 0 0
张三920 87 33 42 0 0
张三826 50 97 13 0 0
张三987 4 97 89 0 0
张三675 56 56 50 0 0
张三741 32 22 54 0 0
张三583 69 82 2 0 0
张三931 7 28 36 0 0
张三49 91 25 13 0 0
张三415 73 67 25 0 0
张三716 66 45 18 0 0
张三45 92 87 9 0 0
张三505 23 41 11 0 0
张三54 53 33 85 0 0
张三294 20 72 83 0 0
张三102 45 77 70 0 0
张三436 66 43 32 0 0
张三398 3 66 30 0 0
张三648 75 80 89 0 0
张三554 62 22 51 0 0
张三58 67 4 81 0 0
张三80 76 20 26 0 0
张三438 93 95 36 0 0
张三680 78 42 43 0 0
张三919 88 96 10 0 0
张三768 0 83 84 0 0
张三716 57 8 68 0 0
张三851 65 43 81 0 0
张三650 44 72 71 0 0
张三693 25 48 76 0 0
张三501 62 13 47 0 0
张三433 27 77 97 0 0
张三479 57 48 36 0 0
张三45 89 78 35 0 0
张三349 49 30 43 0 0
张三818 55 22 84 0 0
张三992 79 4 48 0 0
张三760 58 10 90 0 0
张三437 28 0 49 0 0
张三80 77 34 10 0 0
张三656 28 73 35 0 0
张三175 8 64 85 0 0
张三644 42 81 13 0 0
张三760 67 10 58 0 0
张三587 98 55 53 0 0
张三70 79 83 31 0 0
张三135 21 99 2 0 0
张三285 56 32 5 0 0
张三79 70 22 98 0 0
张三587 47 77 52 0 0
张三957 84 8 75 0 0
张三513 99 16 32 0 0
张三383 4 48 43 0 0
张三520 96 7 46 0 0
张三128 21 9 94 0 0
张三903 39 44 76 0 0
张三239 43 19 44 0 0
张三499 98 68 56 0 0
张三738 25 69 38 0 0
张三820 33 4 2 0 0
张三669 73 82 68 0 0
张三538 86 1 56 0 0
张三553 11 100 66 0 0
张三467 75 7 39 0 0
张三513 11 69 99 0 0
张三472 46 24 31 0 0
张三618 78 48 66 0 0
张三944 75 20 6 0 0
张三227 61 57 59 0 0
张三769 96 85 90 0 0
张三368 54 37 66 0 0
张三938 40 66 23 0 0
张三435 68 6 6 0 0
张三219 81 17 60 0 0
张三745 0 13 34 0 0
张三540 16 46 11 0 0
张三730 60 32 54 0 0
张三6 62 43 24 0 0
张三811 87 54 25 0 0
张三694 18 31 66 0 0
张三229 93 59 60 0 0
张三656 23 65 34 0 0
张三374 17 82 28 0 0
张三770 31 71 32 0 0
张三391 62 2 41 0 0
张三366 59 4 64 0 0
张三111 51 29 60 0 0
张三773 0 72 46 0 0
张三575 36 40 59 0 0
张三210 93 33 44 0 0
张三700 51 20 52 0 0
张三673 87 96 76 0 0
张三864 52 3 29 0 0
张三726 70 51 35 0 0
张三451 40 99 95 0 0
张三369 16 26 36 0 0
张三636 25 64 96 0 0
张三377 85 52 84 0 0
张三947 85 68 67 0 0
张三782 88 56 3 0 0
张三392 30 39 42 0 0
张三400 83 46 11 0 0
张三181 77 91 19 0 0
张三573 85 42 90 0 0
张三335 93 89 59 0 0
张三524 88 61 94 0 0
张三706 54 85 57 0 0
张三994 39 77 30 0 0
张三207 52 37 43 0 0
张三72 16 98 64 0 0
张三279 11 89 63 0 0
张三367 97 38 34 0 0
张三877 34 82 68 0 0
张三945 11 79 16 0 0
张三519 56 22 21 0 0
张三687 39 44 36 0 0
张三181 98 28 75 0 0
张三975 63 35 30 0 0
张三61 47 14 94 0 0
张三865 10 94 12 0 0
张三522 89 11 33 0 0
张三169 49 97 86 0 0
张三718 87 24 83 0 0
张三88 93 8 10 0 0
张三720 69 48 33 0 0
张三322 63 18 16 0 0
张三147 90 36 49 0 0
张三812 89 61 30 0 0
张三614 50 66 36 0 0
张三515 61 1 38 0 0
张三513 5 44 29 0 0
张三889 56 9 20 0 0
张三921 5 69 62 0 0
张三988 100 69 21 0 0
张三668 24 7 87 0 0
张三318 46 6 37 0 0
张三850 90 89 38 0 0
张三895 86 17 44 0 0
张三324 23 0 80 0 0
张三122 98 28 1 0 0
张三966 29 52 75 0 0
张三437 22 30 82 0 0
张三733 13 28 59 0 0
张三861 28 70 33 0 0
张三809 21 51 14 0 0
张三873 71 75 77 0 0
张三373 12 43 73 0 0
张三269 91 62 77 0 0
张三772 12 27 97 0 0
张三910 97 47 49 0 0
张三137 23 24 15 0 0
张三523 17 55 100 0 0
张三724 76 44 8 0 0
张三970 38 8 90 0 0
张三521 45 55 76 0 0
张三636 32 24 95 0 0
张三894 73 95 38 0 0
张三845 68 71 86 0 0
张三325 75 63 31 0 0
张三485 58 44 48 0 0
张三507 12 88 19 0 0
张三218 63 73 35 0 0
张三350 58 70 34 0 0
张三966 79 75 4 0 0
张三671 93 59 88 0 0
张三570 68 98 91 0 0
张三603 17 88 56 0 0
张三774 9 33 7 0 0
张三22 47 80 8 0 0
张三967 84 91 95 0 0
张三505 37 28 23 0 0
张三315 14 64 39 0 0
张三624 62 79 35 0 0
张三222 30 19 44 0 0
张三601 27 74 96 0 0
张三250 29 98 23 0 0
张三613 9 60 31 0 0
张三939 42 21 42 0 0
张三277 33 43 49 0 0
张三161 41 14 39 0 0
张三110 45 46 16 0 0
张三935 40 8 86 0 0
张三982 37 21 4 0 0
张三853 69 83 91 0 0
张三874 24 0 93 0 0
张三538 35 52 33 0 0
张三445 98 98 53 0 0
张三779 97 18 93 0 0
张三218 80 92 81 0 0
张三269 5 25 12 0 0
张三408 82 57 24 0 0
张三96 9 9 7 0 0
张三676 20 24 37 0 0
张三400 6 24 10 0 0
张三356 42 76 59 0 0
张三855 91 65 2 0 0
张三921 91 15 91 0 0
张三890 55 50 99 0 0
张三749 76 78 25 0 0
张三807 9 23 56 0 0
张三443 55 44 50 0 0
张三203 48 72 42 0 0
张三267 34 99 30 0 0
张三356 75 92 80 0 0
张三473 37 36 38 0 0
张三500 57 39 46 0 0
张三547 14 2 87 0 0
张三123 85 47 3 0 0
张三671 80 31 93 0 0
张三719 44 94 84 0 0
张三933 0 6 65 0 0
张三650 31 59 59 0 0
张三59 78 75 95 0 0
张三21 71 9 61 0 0
张三725 94 65 2 0 0
张三732 12 79 37 0 0
张三709 14 5 63 0 0
张三125 21 48 64 0 0
张三437 73 53 5 0 0
张三871 89 52 42 0 0
张三694 71 56 77 0 0
张三20 15 41 46 0 0
张三552 67 18 0 0 0
张三368 58 98 15 0 0
张三779 55 53 72 0 0
张三552 40 75 95 0 0
张三285 45 27 81 0 0
张三537 64 5 65 0 0
张三376 87 37 46 0 0
张三395 69 15 32 0 0
张三852 16 76 0 0 0
张三552 30 6 51 0 0
张三250 7 69 58 0 0
张三896 1 32 7 0 0
张三738 60 2 68 0 0
张三420 26 57 90 0 0
张三479 54 65 25 0 0
张三303 88 65 18 0 0
张三471 53 64 86 0 0
张三587 57 95 10 0 0
张三166 43 18 16 0 0
张三870 79 77 15 0 0
张三400 29 9 85 0 0
张三666 90 18 24 0 0
张三409 29 49 47 0 0
张三342 55 64 50 0 0
张三981 43 15 9 0 0
张三801 92 25 50 0 0
张三19 77 35 60 0 0
张三314 84 50 98 0 0
张三56 62 32 100 0 0
张三157 25 82 59 0 0
张三499 92 74 22 0 0
张三979 54 29 20 0 0
张三649 58 74 17 0 0
张三39 38 49 66 0 0
张三771 78 32 97 0 0
张三745 44 1 12 0 0
张三756 34 32 74 0 0
张三137 8 41 40 0 0
张三159 57 19 36 0 0
张三235 63 54 85 0 0
张三645 48 31 1 0 0
张三407 4 42 75 0 0
张三130 100 48 45 0 0
张三168 19 33 30 0 0
张三156 72 98 25 0 0
张三73 79 47 60 0 0
张三279 29 21 70 0 0
张三612 76 66 20 0 0
张三507 44 87 78 0 0
张三265 84 72 21 0 0
张三78 35 9 59 0 0
张三127 27 68 98 0 0
张三103 66 12 17 0 0
张三778 30 81 71 0 0
张三872 60 47 43 0 0
张三275 55 7 91 0 0
张三849 83 35 86 0 0
张三469 54 83 6 0 0
张三638 97 24 93 0 0
张三16 13 46 21 0 0
张三469 10 58 71 0 0
张三776 33 51 33 0 0
张三981 52 100 89 0 0
张三482 97 45 48 0 0
张三326 54 75 13 0 0
张三867 10 8 39 0 0
张三905 28 100 80 0 0
张三629 27 44 83 0 0
张三245 62 32 8 0 0
张三923 70 29 80 0 0
张三821 71 49 44 0 0
张三267 31 0 58 0 0
张三845 80 41 56 0 0
张三40 14 16 22 0 0
张三317 30 82 40 0 0
张三970 34 16 68 0 0
张三870 32 100 13 0 0
张三273 0 92 5 0 0
张三183 92 84 72 0 0
张三366 44 7 46 0 0
张三26 10 71 85 0 0
张三296 73 62 50 0 0
张三182 20 20 19 0 0
张三305 53 71 33 0 0
张三822 94 65 20 0 0
张三198 56 100 89 0 0
张三84 69 90 7 0 0
张三404 25 95 72 0 0
张三915 55 85 52 0 0
张三910 44 88 45 0 0
张三448 11 65 36 0 0
张三472 10 59 92 0 0
张三456 24 68 32 0 0
张三754 52 98 33 0 0
张三662 28 58 31 0 0
张三319 36 91 27 0 0
张三947 25 98 18 0 0
张三625 62 25 9 0 0
张三733 20 77 76 0 0
张三434 29 97 20 0 0
张三90 67 7 55 0 0
张三301 30 45 34 0 0
张三331 85 7 58 0 0
张三49 12 59 59 0 0
张三154 14 55 3 0 0
张三385 93 42 1 0 0
张三594 100 76 91 0 0
张三82 36 9 100 0 0
张三337 14 91 67 0 0
张三370 26 58 69 0 0
张三175 90 46 61 0 0
张三456 82 55 21 0 0
张三632 97 94 63 0 0
张三336 11 3 49 0 0
张三55 91 100 38 0 0
张三297 98 100 73 0 0
张三701 27 4 0 0 0
张三781 55 95 16 0 0
张三601 98 44 18 0 0
张三514 12 4 45 0 0
张三249 51 24 91 0 0
张三67 4 57 70 0 0
张三382 9 2 32 0 0
张三252 77 46 33 0 0
张三406 69 11 66 0 0
张三13 31 48 1 0 0
张三238 60 40 81 0 0
张三733 85 15 36 0 0
张三608 14 44 42 0 0
张三101 0 49 33 0 0
张三104 48 66 35 0 0
张三966 20 18 33 0 0
张三488 66 77 81 0 0
张三821 9 77 56 0 0
张三85 45 71 70 0 0
张三844 89 7 3 0 0
张三261 53 71 93 0 0
张三640 20 64 35 0 0
张三289 10 44 58 0 0
张三113 68 23 23 0 0
张三128 0 13 43 0 0
张三103 49 57 18 0 0
张三911 81 24 97 0 0
张三727 46 69 3 0 0
张三167 65 6 5 0 0
张三559 58 86 8 0 0
张三70 67 29 97 0 0
张三76 85 78 9 0 0
张三242 17 54 11 0 0
张三21 2 51 45 0 0
张三905 23 19 5 0 0
张三595 57 39 14 0 0
张三407 5 14 42 0 0
张三648 81 85 45 0 0
张三418 33 42 89 0 0
张三254 22 99 42 0 0
张三317 67 51 28 0 0
张三364 35 18 55 0 0
张三575 53 7 48 0 0
张三421 70 18 36 0 0
张三145 33 40 84 0 0
张三103 61 35 59 0 0
张三165 82 49 99 0 0
张三614 2 23 26 0 0
张三497 65 97 51 0 0
张三174 65 32 100 0 0
张三899 90 7 77 0 0
张三620 84 95 13 0 0
张三840 92 38 82 0 0
张三274 27 52 59 0 0
张三281 69 5 21 0 0
张三502 29 56 56 0 0
张三921 80 74 21 0 0
张三607 25 37 49 0 0
张三719 41 51 66 0 0
张三980 64 6 82 0 0
张三707 3 36 39 0 0
张三655 44 52 58 0 0
张三397 94 18 20 0 0
张三694 17 39 81 0 0
张三309 46 27 54 0 0
张三55 61 21 14 0 0
张三398 68 69 56 0 0
张三843 93 20 45 0 0
张三430 100 18 9 0 0
张三127 12 44 2 0 0
张三581 76 42 81 0 0
张三706 61 42 83 0 0
张三800 1 60 48 0 0
张三512 37 18 90 0 0
张三715 78 92 23 0 0
张三536 41 40 71 0 0
张三125 66 40 23 0 0
张三452 0 42 23 0 0
张三360 69 92 97 0 0
张三344 6 87 96 0 0
张三37 51 59 27 0 0
张三194 88 32 17 0 0
张三13 47 81 80 0 0
张三49 65 41 17 0 0
张三549 21 55 41 0 0
张三18 95 6 20 0 0
张三995 82 85 75 0 0
张三515 74 88 36 0 0
张三508 52 40 6 0 0
张三406 73 92 79 0 0
张三602 62 78 88 0 0
张三968 28 22 78 0 0
张三563 17 85 27 0 0
张三828 81 0 66 0 0
张三6 45 11 72 0 0
张三282 82 26 70 0 0
张三126 30 22 78 0 0
张三662 79 21 18 0 0
张三408 90 91 8 0 0
张三656 46 92 56 0 0
张三845 61 97 55 0 0
张三745 44 85 32 0 0
张三948 86 20 48 0 0
张三164 12 39 90 0 0
张三74 12 26 26 0 0
张三50 24 45 76 0 0
张三869 69 91 75 0 0
张三683 63 74 66 0 0
张三853 67 18 31 0 0
张三989 1 30 50 0 0
张三433 35 39 53 0 0
张三701 96 45 34 0 0
张三887 94 95 70 0 0
张三852 8 13 65 0 0
张三90 32 47 81 0 0
张三505 44 41 53 0 0
张三32 32 71 50 0 0
张三873 49 53 83 0 0
张三404 61 15 31 0 0
张三250 13 85 20 0 0
张三787 24 42 21 0 0
张三415 73 51 56 0 0
张三234 47 77 5 0 0
张三398 0 69 45 0 0
张三282 36 29 66 0 0
张三801 47 80 38 0 0
张三663 25 82 59 0 0
张三49 41 90 3 0 0
张三277 19 27 79 0 0
张三261 93 33 98 0 0
张三183 89 25 59 0 0
张三636 36 21 25 0 0
张三664 65 10 99 0 0
张三512 16 38 94 0 0
张三640 61 48 99 0 0
张三516 4 84 67 0 0
张三971 99 49 39 0 0
张三465 95 91 60 0 0
张三426 27 73 51 0 0
张三922 17 57 26 0 0
张三368 64 79 59 0 0
张三568 71 64 51 0 0
张三424 83 19 82 0 0
张三810 61 92 30 0 0
张三684 50 73 39 0 0
张三267 95 30 99 0 0
张三215 53 58 90 0 0
张三70 73 59 63 0 0
张三920 8 84 99 0 0
张三104 72 49 20 0 0
张三31 18 34 18 0 0
张三632 13 95 84 0 0
张三770 13 75 16 0 0
张三941 65 88 50 0 0
张三964 18 36 96 0 0
张三934 12 95 71 0 0
张三646 8 22 90 0 0
张三814 0 96 18 0 0
张三932 61 35 30 0 0
张三285 43 94 55 0 0
张三705 99 16 1 0 0
张三915 25 6 47 0 0
张三895 4 59 53 0 0
张三591 77 98 87 0 0
张三384 32 21 25 0 0
张三201 69 8 3 0 0
张三828 53 55 7 0 0
张三976 67 4 90 0 0
张三929 19 42 32 0 0
张三137 58 33 63 0 0
张三942 17 74 79 0 0
张三768 8 73 45 0 0
张三445 53 47 45 0 0
张三64 40 11 29 0 0
张三671 94 40 91 0 0
张三374 27 80 65 0 0
张三929 56 0 89 0 0
张三695 49 49 75 0 0
张三897 6 57 17 0 0
张三527 49 31 99 0 0
张三826 30 44 88 0 0
张三245 89 78 23 0 0
张三943 69 87 82 0 0
张三415 97 53 24 0 0
张三577 44 95 61 0 0
张三685 54 15 60 0 0
张三810 8 67 61 0 0
张三191 61 44 73 0 0
张三673 5 91 68 0 0
张三623 73 2 91 0 0
张三176 8 7 75 0 0
张三357 11 6 40 0 0
张三717 87 53 40 0 0
张三326 86 54 12 0 0
张三640 16 20 94 0 0
张三531 73 29 34 0 0
张三987 27 91 77 0 0
张三354 42 84 47 0 0
张三728 65 26 13 0 0
张三88 37 67 100 0 0
张三2 92 28 26 0 0
张三334 37 45 84 0 0
张三151 70 0 64 0 0
张三188 55 54 91 0 0
张三594 3 77 12 0 0
张三364 64 41 74 0 0
张三811 24 93 77 0 0
张三676 48 24 14 0 0
张三982 35 19 73 0 0
张三535 13 56 50 0 0
张三68 80 84 83 0 0
张三363 13 67 17 0 0
张三352 76 49 26 0 0
张三96 77 51 93 0 0
张三758 31 23 82 0 0
张三183 38 80 56 0 0
张三440 49 18 50 0 0
张三736 4 88 8 0 0
张三467 70 95 35 0 0
张三740 12 62 0 0 0
张三615 18 37 1 0 0
张三500 67 10 75 0 0
张三554 53 68 23 0 0
张三714 54 10 20 0 0
张三976 32 86 32 0 0
张三840 71 56 88 0 0
张三434 43 82 35 0 0
张三671 23 51 14 0 0
张三941 65 81 57 0 0
张三278 76 26 70 0 0
张三608 55 3 25 0 0
张三725 58 68 11 0 0
张三850 90 46 13 0 0
张三219 64 88 96 0 0
张三957 79 27 92 0 0
张三605 94 79 19 0 0
张三61 56 44 72 0 0
张三374 22 29 62 0 0
张三777 9 47 29 0 0
张三579 8 97 50 0 0
张三64 94 11 44 0 0
张三328 64 50 85 0 0
张三80 50 70 2 0 0
张三771 47 49 85 0 0
张三84 18 50 36 0 0
张三722 63 9 44 0 0
张三641 25 0 97 0 0
张三350 73 76 16 0 0
张三700 73 29 0 0 0
张三576 43 100 45 0 0
张三301 66 66 80 0 0
张三104 1 87 37 0 0
张三961 61 38 31 0 0
张三235 64 84 31 0 0
张三26 6 15 48 0 0
张三882 59 95 2 0 0
张三509 23 53 68 0 0
张三442 63 58 19 0 0
张三219 45 60 89 0 0
张三430 20 16 34 0 0
张三201 2 53 28 0 0
张三49 7 79 83 0 0
张三781 32 85 15 0 0
张三91 77 42 6 0 0
张三745 49 46 59 0 0
张三843 86 13 49 0 0
张三437 5 97 25 0 0
张三895 82 72 66 0 0
张三827 20 53 15 0 0
张三18 19 52 60 0 0
张三802 63 57 28 0 0
张三523 22 29 38 0 0
张三253 19 97 51 0 0
张三756 14 48 37 0 0
张三712 83 42 4 0 0
张三647 76 27 72 0 0
张三591 26 45 48 0 0
张三457 23 22 8 0 0
张三304 73 84 21 0 0
张三157 88 31 58 0 0
张三809 64 70 50 0 0
张三81 60 86 45 0 0
张三350 78 47 86 0 0
张三762 29 54 97 0 0
张三435 66 47 32 0 0
张三131 16 37 58 0 0
张三346 5 82 64 0 0
张三466 93 60 35 0 0
张三700 77 81 81 0 0
张三761 33 71 5 0 0
张三857 22 16 18 0 0
张三432 48 1 57 0 0
张三204 45 70 15 0 0
张三506 75 61 57 0 0
张三609 55 23 24 0 0
张三716 47 57 38 0 0
张三569 61 91 1 0 0
张三153 59 66 69 0 0
张三842 74 20 7 0 0
张三389 92 7 48 0 0
张三607 79 30 22 0 0
张三233 83 90 22 0 0
张三416 74 56 48 0 0
张三527 36 13 39 0 0
张三493 88 30 40 0 0
张三643 15 81 68 0 0
张三163 36 19 14 0 0
张三591 71 29 59 0 0
张三430 66 85 3 0 0
张三898 82 85 25 0 0
张三8 100 42 65 0 0
张三675 27 16 58 0 0
张三330 84 47 62 0 0
张三514 4 23 8 0 0
张三326 99 20 74 0 0
张三147 68 99 25 0 0
张三995 91 92 11 0 0
张三13 52 41 91 0 0
张三69 18 28 26 0 0
张三151 3 13 15 0 0
张三298 46 80 56 0 0
张三66 37 71 94 0 0
张三136 11 55 41 0 0
张三503 86 5 3 0 0
张三875 46 93 0 0 0
张三258 16 72 30 0 0
张三501 40 31 59 0 0
张三462 29 13 27 0 0
张三814 79 55 52 0 0
张三984 52 78 57 0 0
张三596 74 81 61 0 0
张三871 16 4 67 0 0
张三855 86 28 59 0 0
张三976 66 26 94 0 0
张三445 9 59 51 0 0
张三192 26 1 7 0 0
张三584 54 6 56 0 0
张三954 56 97 37 0 0
张三56 56 16 66 0 0
张三907 42 51 32 0 0
张三143 100 68 54 0 0
张三914 13 23 53 0 0
张三561 32 52 56 0 0
张三805 91 89 8 0 0
张三935 0 31 19 0 0
张三534 90 28 65 0 0
张三614 40 91 92 0 0
张三645 55 50 2 0 0
张三835 9 74 14 0 0
张三219 75 17 5 0 0
张三546 37 48 32 0 0
张三700 21 74 83 0 0
张三407 17 53 23 0 0
张三270 18 2 84 0 0
张三764 94 23 28 0 0
张三676 2 47 50 0 0
张三622 0 84 29 0 0
张三679 68 88 1 0 0
张三914 53 74 92 0 0
张三517 86 48 66 0 0
张三584 11 26 94 0 0
张三64 47 76 92 0 0
张三293 61 27 87 0 0
张三580 65 29 4 0 0
张三755 66 24 73 0 0
张三218 45 48 3 0 0
张三16 15 63 93 0 0
张三696 99 3 93 0 0
张三187 59 58 43 0 0
张三797 60 57 7 0 0
张三436 79 41 94 0 0
张三605 45 61 84 0 0
张三258 85 44 61 0 0
张三635 42 91 59 0 0
张三319 2 97 39 0 0
